date,open,high,low,close,volume,dividends,stock_splits,Symbol,daily_return,price_range
2018-01-02 05:00:00+00:00,39.93398271524752,40.43620824884917,39.722764160494656,40.42681884765625,102223600,0.0,0.0,AAPL,,0.7134440883545139
2018-01-03 05:00:00+00:00,40.490190741195256,40.964255303118776,40.35642219303837,40.41978454589844,118071600,0.0,0.0,AAPL,-0.00017400087264640707,0.6078331100804064
2018-01-04 05:00:00+00:00,40.49253940209357,40.71079826612631,40.3845863312453,40.60753631591797,89738400,0.0,0.0,AAPL,0.004645046284359466,0.32621193488100886
2018-01-05 05:00:00+00:00,40.7037620126935,41.15670228861273,40.61223501708758,41.06986999511719,94640000,0.0,0.0,AAPL,0.011385415643105246,0.54446727152515
2018-01-08 05:00:00+00:00,40.91731262207031,41.213014298775086,40.81874181549477,40.91731262207031,82271200,0.0,0.0,AAPL,-0.00371458134795688,0.39427248328031794
2018-01-09 05:00:00+00:00,40.964251510804274,41.08393952502311,40.69671085825055,40.9126205444336,86336000,0.0,0.0,AAPL,-0.00011467218485361474,0.3872286667725646
2018-01-10 05:00:00+00:00,40.63804863348759,40.90558934530854,40.60049818035278,40.90324020385742,95839600,0.0,0.0,AAPL,-0.00022927743203327022,0.30509116495576194
2018-01-11 05:00:00+00:00,40.97363736609717,41.18485593261213,40.95017102382274,41.13557052612305,74670800,0.0,0.0,AAPL,0.005679997993012664,0.23468490878939008
2018-01-12 05:00:00+00:00,41.34678818518986,41.623718257592046,41.22240546196927,41.56035232543945,101672400,0.0,0.0,AAPL,0.010326386479717176,0.4013127956227791
2018-01-16 05:00:00+00:00,41.75044940942399,42.10013125931942,41.33740520403028,41.34914016723633,118263600,0.0,0.0,AAPL,-0.005082058894718244,0.7627260552891357
2018-01-17 05:00:00+00:00,41.33974303656312,42.06726764724476,41.08628649993311,42.03206634521485,137547200,0.0,0.0,AAPL,0.016516091391899135,0.9809811473116525
2018-01-18 05:00:00+00:00,42.09542607592508,42.26674861785587,41.83258015439757,42.069610595703125,124773600,0.0,0.0,AAPL,0.000893228759678788,0.43416846345829896
2018-01-19 05:00:00+00:00,41.91707157358285,42.14471622089114,41.63545040010063,41.88187026977539,129700400,0.0,0.0,AAPL,-0.004462611449674525,0.5092658207905103
2018-01-22 05:00:00+00:00,41.60963271688216,41.72228046411736,41.44535400612098,41.53922653198242,108434400,0.0,0.0,AAPL,-0.008181194764844135,0.2769264579963817
2018-01-23 05:00:00+00:00,41.60962722922749,42.11185269646593,41.49697949684876,41.548606872558594,130756400,0.0,0.0,AAPL,0.00022581885507544364,0.6148731996171719
2018-01-24 05:00:00+00:00,41.597905380444125,41.60964034357955,40.64743066260191,40.886810302734375,204420400,0.0,0.0,AAPL,-0.015928249335871558,0.9622096809776366
2018-01-25 05:00:00+00:00,40.95486393794671,41.05812587529925,40.02081896272561,40.15693664550781,166116000,0.0,0.0,AAPL,-0.01785107842412814,1.0373069125736336
2018-01-26 05:00:00+00:00,40.36581709078735,40.36581709078735,39.910527650639175,40.25082015991211,156572000,0.0,0.0,AAPL,0.0023379152457039254,0.45528944014817796
2018-01-29 05:00:00+00:00,39.93399264516992,39.93399264516992,39.208816996514216,39.41768646240234,202561600,0.0,0.0,AAPL,-0.020698552084151944,0.725175648655707
2018-01-30 05:00:00+00:00,38.84739024607921,39.27920959191692,38.65260135419423,39.18533706665039,184192800,0.0,0.0,AAPL,-0.005894546753107077,0.6266082377226851
2018-01-31 05:00:00+00:00,39.16187382377497,39.53033088935035,39.07504154404407,39.29329681396485,129915600,0.0,0.0,AAPL,0.0027551057460812878,0.4552893453062836
2018-02-01 05:00:00+00:00,39.2322731328217,39.57256551146793,39.13605146725061,39.375431060791016,188923200,0.0,0.0,AAPL,0.0020902864734162474,0.43651404421731854
2018-02-02 05:00:00+00:00,38.95769826348325,39.145446923123295,37.57305861302765,37.66693115234375,346375200,0.0,0.0,AAPL,-0.043389998850032696,1.572388310095647
2018-02-05 05:00:00+00:00,37.33836150168687,38.46015481125397,36.61083702582235,36.725833892822266,290954000,0.0,0.0,AAPL,-0.024984707559934205,1.849317785431623
2018-02-06 05:00:00+00:00,36.33627282395727,38.422621977266445,36.14148387723559,38.26068878173828,272975200,0.0,0.0,AAPL,0.04179224067165399,2.2811381000308515
2018-02-07 05:00:00+00:00,38.27475571700199,38.34750745588523,37.33132509011948,37.44162368774414,206434400,0.0,0.0,AAPL,-0.021407484289333478,1.0161823657657507
2018-02-08 05:00:00+00:00,37.61764984878874,37.78427774242691,36.38320827506247,36.41136932373047,217562000,0.0,0.0,AAPL,-0.027516284352564258,1.4010694673644366
2018-02-09 05:00:00+00:00,37.012252020658266,37.20547638919081,35.40281840962682,36.856727600097656,282690400,0.1575,0.0,AAPL,0.012231297109634776,1.802657979563989
2018-02-12 05:00:00+00:00,37.34922082039222,38.61932982623296,37.11593417195319,38.34127426147461,243278000,0.0,0.0,AAPL,0.04027885159758515,1.503395654279771
2018-02-13 05:00:00+00:00,38.16218480046921,38.82198249059951,38.09149154873951,38.72536849975586,130196800,0.0,0.0,AAPL,0.010017774465758578,0.7304909418599976
2018-02-14 05:00:00+00:00,38.4190322850241,39.47942024136556,38.38133233479406,39.439361572265625,162579600,0.0,0.0,AAPL,0.01843734740740466,1.0980879065715001
2018-02-15 05:00:00+00:00,40.00961157579968,40.78723007818858,39.82345617338796,40.763668060302734,204588800,0.0,0.0,AAPL,0.033578294253332475,0.9637739048006182
2018-02-16 05:00:00+00:00,40.61521318459855,41.19489348609223,40.47618541158448,40.63170623779297,160704400,0.0,0.0,AAPL,-0.003237241121543555,0.7187080745077452
2018-02-20 05:00:00+00:00,40.54217234906043,41.06293871274817,40.39371686468564,40.49504470825195,135722000,0.0,0.0,AAPL,-0.0033634208896180517,0.6692218480625272
2018-02-21 05:00:00+00:00,40.725969389511896,41.02994570454472,40.29709962274955,40.31124114990234,149886400,0.0,0.0,AAPL,-0.0045389148147343406,0.7328460817951736
2018-02-22 05:00:00+00:00,40.48326008492217,40.98988849322406,40.46205318685,40.64820861816406,123967600,0.0,0.0,AAPL,0.008359143967030747,0.5278353063740582
2018-02-23 05:00:00+00:00,40.92390816081634,41.39047788596709,40.89327357832788,41.35513305664063,135249600,0.0,0.0,AAPL,0.017391281498212674,0.4972043076392083
2018-02-26 05:00:00+00:00,41.55543680631227,42.27178636413056,41.52244709501029,42.17281723022461,152648800,0.0,0.0,AAPL,0.019772253482150948,0.74933926912027
2018-02-27 05:00:00+00:00,42.203436211859255,42.52861936141671,41.98193240547774,42.036128997802734,155712400,0.0,0.0,AAPL,-0.003241145396469136,0.5466869559389664
2018-02-28 05:00:00+00:00,42.241135089621714,42.56160798521604,41.95601061077826,41.972503662109375,151128400,0.0,0.0,AAPL,-0.0015135869360540788,0.6055973744377852
2018-03-01 05:00:00+00:00,42.071474868825504,42.36367192217282,40.685903876338685,41.2373046875,195208000,0.0,0.0,AAPL,-0.01751620490709671,1.677768045834135
2018-03-02 05:00:00+00:00,40.71890248814877,41.54364876240569,40.63642642247972,41.52244186401367,153816000,0.0,0.0,AAPL,0.006914544456153582,0.9072223399259656
2018-03-05 05:00:00+00:00,41.28679626200407,41.88296965474033,41.12420286478362,41.66617965698242,113605600,0.0,0.0,AAPL,0.003461689306218929,0.7587667899567094
2018-03-06 05:00:00+00:00,41.92302977255187,42.00314711448065,41.50358769350333,41.63083267211914,95154000,0.0,0.0,AAPL,-0.0008483375522851944,0.4995594209773202
2018-03-07 05:00:00+00:00,41.22316261521673,41.43759744098588,41.065283096039394,41.24436950683594,126814000,0.0,0.0,AAPL,-0.009283099579750265,0.3723143449464885
2018-03-08 05:00:00+00:00,41.350415636468696,41.736867984637264,41.25380524613253,41.694454193115234,95096400,0.0,0.0,AAPL,0.010912633449389864,0.483062738504735
2018-03-09 05:00:00+00:00,41.93480341831056,42.415510960461866,41.80048590771087,42.41079711914063,128740800,0.0,0.0,AAPL,0.01718077235661908,0.615025052750994
2018-03-12 04:00:00+00:00,42.48385406124085,42.97870322731675,42.46500588336334,42.8208236694336,128828400,0.0,0.0,AAPL,0.009667975566248321,0.5136973439534103
2018-03-13 04:00:00+00:00,43.02583138817519,43.24026626913157,42.23643358912816,42.408451080322266,126774000,0.0,0.0,AAPL,-0.009630188160198672,1.0038326800034056
2018-03-14 04:00:00+00:00,42.49092407367248,42.53805170675562,41.899460952314094,42.04791641235352,117473600,0.0,0.0,AAPL,-0.008501481633598984,0.6385907544415232
2018-03-15 04:00:00+00:00,42.06204440363286,42.472062265347326,41.960720196226994,42.097389221191406,90975200,0.0,0.0,AAPL,0.0011765816967650444,0.5113420691203316
2018-03-16 04:00:00+00:00,42.09741125764804,42.20816320478217,41.85470046174362,41.94895935058594,157618800,0.0,0.0,AAPL,-0.00352586878548633,0.3534627430385484
2018-03-19 04:00:00+00:00,41.7839998480076,41.81934467481242,40.921550117889645,41.30800247192383,133787200,0.0,0.0,AAPL,-0.015279446465056523,0.8977945569227757
2018-03-20 04:00:00+00:00,41.29387283325195,41.66147348827057,41.22317956983866,41.29387283325195,78597600,0.0,0.0,AAPL,-0.0003420557234999899,0.4382939184319099
2018-03-21 04:00:00+00:00,41.246738723897394,41.258521532914536,40.35601301545062,40.35837173461914,148219600,0.0,0.0,AAPL,-0.02265471931902452,0.9025085174639145
2018-03-22 04:00:00+00:00,40.05909922631572,40.69061741763878,39.729202200342165,39.78811264038086,165963200,0.0,0.0,AAPL,-0.014129883583710479,0.9614152172966115
2018-03-23 04:00:00+00:00,39.679719875116405,40.04025151708933,38.86675643920898,38.86675643920898,164115200,0.0,0.0,AAPL,-0.0231565696392646,1.1734950778803537
2018-03-26 04:00:00+00:00,39.60431452487765,40.78959235574448,39.22021728418757,40.71183013916016,150164800,0.0,0.0,AAPL,0.04747176942426479,1.5693750715569124
2018-03-27 04:00:00+00:00,40.92626059766083,41.27265428475455,39.33332353816898,39.66793441772461,163690400,0.0,0.0,AAPL,-0.025641090510235887,1.9393307465855685
2018-03-28 04:00:00+00:00,39.41108613081626,40.06381484211484,38.9256646587026,39.22964096069336,166674000,0.0,0.0,AAPL,-0.011049061753903966,1.138150183412236
2018-03-29 04:00:00+00:00,39.54303774469903,40.47146672700882,39.32860290957521,39.53596878051758,153594000,0.0,0.0,AAPL,0.00780858076501767,1.1428638174336072
2018-04-02 04:00:00+00:00,39.26733982838251,39.80931655528173,38.755997678604295,39.276763916015625,150347200,0.0,0.0,AAPL,-0.006556178398989476,1.0533188766774373
2018-04-03 04:00:00+00:00,39.5029866878017,39.76454919969513,38.85261668864338,39.679718017578125,121112000,0.0,0.0,AAPL,0.010259350857522831,0.9119325110517522
2018-04-04 04:00:00+00:00,38.85261242545335,40.53273563782575,38.826691689439365,40.43848037719727,138422000,0.0,0.0,AAPL,0.019122171162683665,1.7060439483863874
2018-04-05 04:00:00+00:00,40.66705348605198,41.05586093377513,40.54923261151675,40.718894958496094,107732800,0.0,0.0,AAPL,0.0069343501210530345,0.5066283222583792
2018-04-06 04:00:00+00:00,40.28767182758827,40.64348958929219,39.63494314832796,39.67736053466797,140021200,0.0,0.0,AAPL,-0.02557865150539418,1.0085464409642242
2018-04-09 04:00:00+00:00,40.03082603416615,40.787234121145154,40.02375706853891,40.07088470458984,116070800,0.0,0.0,AAPL,0.009918103538616885,0.7634770526062411
2018-04-10 04:00:00+00:00,40.766017853267606,41.0016595749628,40.419624234727095,40.824928283691406,113634400,0.0,0.0,AAPL,0.018817742225072376,0.5820353402357057
2018-04-11 04:00:00+00:00,40.58457356135772,40.982808654567776,40.4596837339212,40.63405990600586,89726400,0.0,0.0,AAPL,-0.004675289968893659,0.5231249206465733
2018-04-12 04:00:00+00:00,40.862631446776255,41.237300917884426,40.77544156553691,41.03464889526367,91557200,0.0,0.0,AAPL,0.009858453479284268,0.46185935234751696
