date,open,high,low,close,volume,dividends,stock_splits,Symbol,daily_return,price_range,MA_50,MA_200,Pct_From_MA50,Pct_From_MA200,cumulative_return,volatility_20d,price_range_pct,volume_ma_20,RSI
2018-01-02 05:00:00+00:00,39.93398271524752,40.43620824884917,39.722764160494656,40.42681884765625,102223600,0.0,0.0,AAPL,,0.7134440883545139,,,,,,,1.7647791953233933,,
2018-01-03 05:00:00+00:00,40.490190741195256,40.964255303118776,40.35642219303837,40.41978454589844,118071600,0.0,0.0,AAPL,-0.00017400087264640707,0.6078331100804064,,,,,0.9998259991273536,,1.5038009650699282,,
2018-01-04 05:00:00+00:00,40.49253940209357,40.71079826612631,40.3845863312453,40.60753631591797,89738400,0.0,0.0,AAPL,0.004645046284359466,0.32621193488100886,,,,,1.0044702371696062,,0.8033285554266322,,
2018-01-05 05:00:00+00:00,40.7037620126935,41.15670228861273,40.61223501708758,41.06986999511719,94640000,0.0,0.0,AAPL,0.011385415643105246,0.54446727152515,,,,,1.0159065483209107,,1.325709751674115,,
2018-01-08 05:00:00+00:00,40.91731262207031,41.213014298775086,40.81874181549477,40.91731262207031,82271200,0.0,0.0,AAPL,-0.00371458134795688,0.39427248328031794,,,,,1.0121328808052505,,0.9635835249543052,,
2018-01-09 05:00:00+00:00,40.964251510804274,41.08393952502311,40.69671085825055,40.9126205444336,86336000,0.0,0.0,AAPL,-0.00011467218485361474,0.3872286667725646,,,,,1.0120168173164463,,0.9464773011838993,,
2018-01-10 05:00:00+00:00,40.63804863348759,40.90558934530854,40.60049818035278,40.90324020385742,95839600,0.0,0.0,AAPL,-0.00022927743203327022,0.30509116495576194,,,,,1.0117847846993975,,0.745885077649643,,
2018-01-11 05:00:00+00:00,40.97363736609717,41.18485593261213,40.95017102382274,41.13557052612305,74670800,0.0,0.0,AAPL,0.005679997993012664,0.23468490878939008,,,,,1.0175317202458507,,0.5705157502078498,,
2018-01-12 05:00:00+00:00,41.34678818518986,41.623718257592046,41.22240546196927,41.56035232543945,101672400,0.0,0.0,AAPL,0.010326386479717176,0.4013127956227791,,,,,1.0280391460444809,,0.9656145176063199,,
2018-01-16 05:00:00+00:00,41.75044940942399,42.10013125931942,41.33740520403028,41.34914016723633,118263600,0.0,0.0,AAPL,-0.005082058894718244,0.7627260552891357,,,,,1.022814590558207,,1.8445995544388472,,
2018-01-17 05:00:00+00:00,41.33974303656312,42.06726764724476,41.08628649993311,42.03206634521485,137547200,0.0,0.0,AAPL,0.016516091391899135,0.9809811473116525,,,,,1.0397074898128342,,2.333887511631539,,
2018-01-18 05:00:00+00:00,42.09542607592508,42.26674861785587,41.83258015439757,42.069610595703125,124773600,0.0,0.0,AAPL,0.000893228759678788,0.43416846345829896,,,,,1.0406361864443885,,1.0320239653053593,,
2018-01-19 05:00:00+00:00,41.91707157358285,42.14471622089114,41.63545040010063,41.88187026977539,129700400,0.0,0.0,AAPL,-0.004462611449674525,0.5092658207905103,,,,,1.0359922314838161,,1.2159576864885826,,
2018-01-22 05:00:00+00:00,41.60963271688216,41.72228046411736,41.44535400612098,41.53922653198242,108434400,0.0,0.0,AAPL,-0.008181194764844135,0.2769264579963817,,,,,1.0275165772631816,,0.6666625286900008,,68.8996734809215
2018-01-23 05:00:00+00:00,41.60962722922749,42.11185269646593,41.49697949684876,41.548606872558594,130756400,0.0,0.0,AAPL,0.00022581885507544364,0.6148731996171719,,,,,1.0277486098802302,,1.4798888480260315,,68.99848823537013
2018-01-24 05:00:00+00:00,41.597905380444125,41.60964034357955,40.64743066260191,40.886810302734375,204420400,0.0,0.0,AAPL,-0.015928249335871558,0.9622096809776366,,,,,1.0113783737674624,,2.3533498305522924,,56.47375345293643
2018-01-25 05:00:00+00:00,40.95486393794671,41.05812587529925,40.02081896272561,40.15693664550781,166116000,0.0,0.0,AAPL,-0.01785107842412814,1.0373069125736336,,,,,0.9933241791008722,,2.5831325773941294,,44.57003216001677
2018-01-26 05:00:00+00:00,40.36581709078735,40.36581709078735,39.910527650639175,40.25082015991211,156572000,0.0,0.0,AAPL,0.0023379152457039254,0.45528944014817796,,,,,0.9956464868431185,,1.1311308399167093,,39.168135574750856
2018-01-29 05:00:00+00:00,39.93399264516992,39.93399264516992,39.208816996514216,39.41768646240234,202561600,0.0,0.0,AAPL,-0.020698552084151944,0.725175648655707,,,,,0.9750380461777933,,1.8397214898631844,,33.19301791864608
2018-01-30 05:00:00+00:00,38.84739024607921,39.27920959191692,38.65260135419423,39.18533706665039,184192800,0.0,0.0,AAPL,-0.005894546753107077,0.6266082377226851,,,,,0.9692906388285402,,1.5990885484968176,125440100.0,31.581443669677554
2018-01-31 05:00:00+00:00,39.16187382377497,39.53033088935035,39.07504154404407,39.29329681396485,129915600,0.0,0.0,AAPL,0.0027551057460812878,0.4552893453062836,,,,,0.9719611370371994,0.009461578246119463,1.1586946940641378,126824700.0,33.18616541928523
2018-02-01 05:00:00+00:00,39.2322731328217,39.57256551146793,39.13605146725061,39.375431060791016,188923200,0.0,0.0,AAPL,0.0020902864734162474,0.43651404421731854,,,,,0.9739928142546346,0.00949025028707157,1.1085949599977518,130367280.0,31.022180616885038
2018-02-02 05:00:00+00:00,38.95769826348325,39.145446923123295,37.57305861302765,37.66693115234375,346375200,0.0,0.0,AAPL,-0.043389998850032696,1.572388310095647,,,,,0.9317312671641859,0.013249515213167164,4.174452927253693,143199120.0,17.12236055857103
2018-02-05 05:00:00+00:00,37.33836150168687,38.46015481125397,36.61083702582235,36.725833892822266,290954000,0.0,0.0,AAPL,-0.024984707559934205,1.849317785431623,,,,,0.9084522339296417,0.013566960674899797,5.03546846840435,153014820.0,15.243330981755193
2018-02-06 05:00:00+00:00,36.33627282395727,38.422621977266445,36.14148387723559,38.26068878173828,272975200,0.0,0.0,AAPL,0.04179224067165399,2.2811381000308515,,,,,0.946418488328731,0.01720721399974686,5.962093659745174,162550020.0,24.86717258869305
2018-02-07 05:00:00+00:00,38.27475571700199,38.34750745588523,37.33132509011948,37.44162368774414,206434400,0.0,0.0,AAPL,-0.021407484289333478,1.0161823657657507,,,,,0.926158049408699,0.017658417570250943,2.7140445997762117,168554940.0,22.068103967888874
2018-02-08 05:00:00+00:00,37.61764984878874,37.78427774242691,36.38320827506247,36.41136932373047,217562000,0.0,0.0,AAPL,-0.027516284352564258,1.4010694673644366,,,,,0.9006736211657529,0.01836924611266018,3.8478900777052467,174641060.0,20.030979252844944
2018-02-09 05:00:00+00:00,37.012252020658266,37.20547638919081,35.40281840962682,36.856727600097656,282690400,0.1575,0.0,AAPL,0.012231297109634776,1.802657979563989,,,,,0.9116900278250418,0.018638156221912148,4.890987607807083,185042040.0,24.633363573803635
2018-02-12 05:00:00+00:00,37.34922082039222,38.61932982623296,37.11593417195319,38.34127426147461,243278000,0.0,0.0,AAPL,0.04027885159758515,1.503395654279771,,,,,0.948411855158805,0.0210129168699732,3.921089434918406,192122320.0,35.01919498995261
2018-02-13 05:00:00+00:00,38.16218480046921,38.82198249059951,38.09149154873951,38.72536849975586,130196800,0.0,0.0,AAPL,0.010017774465758578,0.7304909418599976,,,,,0.9579128312244376,0.021235043592556152,1.886336967625248,192718980.0,39.63546538874802
2018-02-14 05:00:00+00:00,38.4190322850241,39.47942024136556,38.38133233479406,39.439361572265625,162579600,0.0,0.0,AAPL,0.01843734740740466,1.0980879065715001,,,,,0.9755742028797332,0.021332379501890788,2.784243615504397,193970600.0,46.55383916401636
2018-02-15 05:00:00+00:00,40.00961157579968,40.78723007818858,39.82345617338796,40.763668060302734,204588800,0.0,0.0,AAPL,0.033578294253332475,0.9637739048006182,,,,,1.0083323205299892,0.022841906361932965,2.364296322339989,197961360.0,52.202643171806166
2018-02-16 05:00:00+00:00,40.61521318459855,41.19489348609223,40.47618541158448,40.63170623779297,160704400,0.0,0.0,AAPL,-0.003237241121543555,0.7187080745077452,,,,,1.0050681056777881,0.022834699556323158,1.7688355746164797,199511560.0,55.54829531586695
2018-02-20 05:00:00+00:00,40.54217234906043,41.06293871274817,40.39371686468564,40.49504470825195,135722000,0.0,0.0,AAPL,-0.0033634208896180517,0.6692218480625272,,,,,1.0016876386156626,0.022783277615667955,1.652601825442991,200875940.0,56.038419977375185
2018-02-21 05:00:00+00:00,40.725969389511896,41.02994570454472,40.29709962274955,40.31124114990234,149886400,0.0,0.0,AAPL,-0.0045389148147343406,0.7328460817951736,,,,,0.9971410637530137,0.022794404051443947,1.8179695313026827,201832440.0,54.66064780433545
2018-02-22 05:00:00+00:00,40.48326008492217,40.98988849322406,40.46205318685,40.64820861816406,123967600,0.0,0.0,AAPL,0.008359143967030747,0.5278353063740582,,,,,1.0054763094603634,0.022618356176659003,1.2985450634057947,197809800.0,55.69451740709678
2018-02-23 05:00:00+00:00,40.92390816081634,41.39047788596709,40.89327357832788,41.35513305664063,135249600,0.0,0.0,AAPL,0.017391281498212674,0.4972043076392083,,,,,1.0229628309979726,0.022531198716118014,1.20227955005786,196266480.0,68.12582113996724
2018-02-26 05:00:00+00:00,41.55543680631227,42.27178636413056,41.52244709501029,42.17281723022461,152648800,0.0,0.0,AAPL,0.019772253482150948,0.74933926912027,,,,,1.0431891113952831,0.022891080066351814,1.776830001727345,196070320.0,77.09813593494746
2018-02-27 05:00:00+00:00,42.203436211859255,42.52861936141671,41.98193240547774,42.036128997802734,155712400,0.0,0.0,AAPL,-0.003241145396469136,0.5466869559389664,,,,,1.0398079838092376,0.0222812868368297,1.300516886242171,193727860.0,71.8175289034989
